CoffeeMs#4416,iGCoffeeMs,TERRAN,101
Insomniac#22328,Teach,TERRAN,846
Chappy#11722,Chappy,ZERG,1800
H9K#11800,HAL,PROTOSS,259
Mayushii#11631,Mayushii,PROTOSS,254
Drager#21507,Drager,PROTOSS,2101
Frame#11120,Uply,ZERG,933
SparK#41397,Silent,PROTOSS,75
YeonwoO#12985,llllllllllll,PROTOSS,88
Amane#1116,MoshiMoshi,PROTOSS,8730
MightyKiwi#1359,MightyKiwi,ZERG,12682
EGhirardelli#1341,TUCKERCRLSON,TERRAN,767
Morganorev#2166,Nano,ZERG,84
BusChan#1839,BusChan,PROTOSS,288
Zeratul#21553,FANofIndySC,PROTOSS,66
Nemo#12983,Incredible,ZERG,118
WildRage#294378,llllllllllll,PROTOSS,45
awsdivel#2585,HHs,TERRAN,418
CornFlakes#11179,Luxury,TERRAN,221
Mayhem#12387,HighPingHero,ZERG,1061
Dark#1205,Marea,TERRAN,2283
Smurf#23204,Zero,ZERG,541
Minatoeh#21311,Kcitiloe,ZERG,517
Danilix#2125,Danilix,TERRAN,973
Mattew#2851,Purel,TERRAN,348
lIlIllII#11909,llIlIllIlIlI,TERRAN,280
Crilmon#1515,Crilmon,ZERG,10065
건설로봇#3739,ChampionsoO,TERRAN,161
흑형티리엘#3673,llllllllllll,PROTOSS,84
Kozan#1187,Kozan,TERRAN,16114
RNGezus#3201,IIIIIIIIII,TERRAN,3043
Посподин#2148,IIIIIIIIIIII,PROTOSS,540
Isaac#11418,Isaac,ZERG,5003
flatsound#1226,flatsound,ZERG,688
GroovymanLIT#1318,NotGroovyman,ZERG,938
Solid#3261,KnockingMast,PROTOSS,105
Reynor#21375,Reynor,ZERG,316
Otter#11473,Otter,PROTOSS,1079
Towlee#11199,Towlee,RANDOM,7861
PumpkinKing#1898,CoRviX,ZERG,12535
katie#12747,llllllllllll,PROTOSS,5792
UltimaOnline#11996,VasOrtFlam,TERRAN,399
ArenaUltrA#1383,Jiren,TERRAN,7327
Farruia#1239,PrinzEugen,TERRAN,1939
RootStrObe#1234,llllllllllll,TERRAN,2452
MrSJF#1195,llllllllllll,TERRAN,943
선생#3810,Rukia,PROTOSS,131
Totola#1550,llllllllllll,TERRAN,3535
Össy#2725,Oessy,ZERG,287
MagicTurtle#2114455,IIIIIIIIIIII,TERRAN,129
picapaj#21750,llllllllllll,PROTOSS,267
MoxyProxy#11402,MoneyPrime,TERRAN,6620
Aztec#1296,Azeran,ZERG,11204
Andurildh#1729,AndurilDH,PROTOSS,14095
